"","Predator","Predator_Size","Median_N","Max_N","Min_N","name"
"187","Inactive Cephs",39.8107170553497,6.19809112885099e-05,7.27733339315444e-05,5.20890963180253e-05,"Low Activity"
"188","Inactive Cephs",50.1187233627271,6.72878549291885e-05,7.87339987321284e-05,5.65657266428033e-05,"Low Activity"
"189","Inactive Cephs",63.0957344480194,7.28706539122909e-05,8.52445447600845e-05,6.11553649271988e-05,"Low Activity"
"190","Inactive Cephs",79.4328234724282,7.85549542948261e-05,9.20503146162833e-05,6.57946427822649e-05,"Low Activity"
"191","Inactive Cephs",100,9.02972057858708e-05,0.000104976453963973,7.60530346201809e-05,"Low Activity"
"192","Inactive Cephs",125.892541179417,0.000102601705107296,0.000118538043411612,8.69109983722991e-05,"Low Activity"
"193","Inactive Cephs",158.489319246111,0.00011464017925972,0.000132125336360332,9.78763316487725e-05,"Low Activity"
"194","Inactive Cephs",199.526231496888,0.000126738544747908,0.000145593919120029,0.000108578595875777,"Low Activity"
"195","Inactive Cephs",251.188643150958,0.000138346522672791,0.000158560261144773,0.000118831634336329,"Low Activity"
"196","Inactive Cephs",316.227766016838,0.000149603282937302,0.000171066255111956,0.00012870608216457,"Low Activity"
"197","Inactive Cephs",398.107170553497,0.000160258071768029,0.000183326834963215,0.000138129943236185,"Low Activity"
"198","Inactive Cephs",501.187233627271,0.00017101187551129,0.000195635990048299,0.000147591749315487,"Low Activity"
"199","Inactive Cephs",630.957344480194,0.000182408290779901,0.000208516331187753,0.000157175961886728,"Low Activity"
"200","Inactive Cephs",794.328234724282,0.000194320744428985,0.00022227506741315,0.000167261180031632,"Low Activity"
"201","Inactive Cephs",1000,0.00020688441538234,0.000237052190185062,0.000178083817580066,"Low Activity"
"202","Inactive Cephs",1258.92541179417,0.000220577496708364,0.000253134521479148,0.000189863645375366,"Low Activity"
"203","Inactive Cephs",1584.89319246111,0.000235760552788662,0.000270796992158932,0.000202805575074903,"Low Activity"
"204","Inactive Cephs",1995.26231496888,0.00025262172184664,0.000290307243439598,0.000217101676777167,"Low Activity"
"205","Inactive Cephs",2511.88643150958,0.000271274765382158,0.00031192998966383,0.000232933993593504,"Low Activity"
"206","Inactive Cephs",3162.27766016838,0.00029160061574619,0.000335930790910944,0.000250435933554989,"Low Activity"
"207","Inactive Cephs",3981.07170553497,0.000314346647999734,0.000362579806136628,0.000269487870592906,"Low Activity"
"208","Inactive Cephs",5011.87233627272,0.000339508363874616,0.000392156553554642,0.000290528769114993,"Low Activity"
"209","Inactive Cephs",6309.57344480194,0.000367298656675868,0.000424956802247059,0.000313720654245798,"Low Activity"
"210","Inactive Cephs",7943.28234724279,0.000397940190528888,0.000461306895995119,0.000339229930555752,"Low Activity"
"211","Zooplankton",5.01187233627271e-13,9.56761297516901e-15,9.56767751782585e-15,9.56746449668467e-15,"Zooplankton"
"212","Zooplankton",6.30957344480192e-13,1.00951590894453e-14,1.00952547354238e-14,1.00950261937777e-14,"Zooplankton"
"213","Zooplankton",7.94328234724279e-13,1.06954150496104e-14,1.06955974840465e-14,1.06952634728924e-14,"Zooplankton"
"214","Zooplankton",1e-12,1.13809099428999e-14,1.13812458171921e-14,1.13805480808489e-14,"Zooplankton"
"215","Zooplankton",1.25892541179417e-12,1.21667287821846e-14,1.21673530371245e-14,1.21659809363098e-14,"Zooplankton"
"216","Zooplankton",1.58489319246111e-12,1.30711086386508e-14,1.30721973371629e-14,1.30696503414352e-14,"Zooplankton"
"217","Zooplankton",1.99526231496887e-12,1.41160071353838e-14,1.41177184013861e-14,1.41133104625667e-14,"Zooplankton"
"218","Zooplankton",2.51188643150957e-12,1.53277548090898e-14,1.53300917926418e-14,1.53230761392688e-14,"Zooplankton"
"219","Zooplankton",3.16227766016838e-12,1.67378059859493e-14,1.67407777588328e-14,1.67303426548247e-14,"Zooplankton"
"220","Zooplankton",3.98107170553497e-12,1.83833058378484e-14,1.83889429920009e-14,1.83729411953173e-14,"Zooplankton"
"221","Zooplankton",5.01187233627271e-12,2.03084902795284e-14,2.03188509393924e-14,2.02942124537774e-14,"Zooplankton"
"222","Zooplankton",6.30957344480192e-12,2.25677000034123e-14,2.25843670707289e-14,2.25451271146033e-14,"Zooplankton"
"223","Zooplankton",7.94328234724279e-12,2.52237509262529e-14,2.52524607006461e-14,2.51924555389642e-14,"Zooplankton"
"224","Zooplankton",1e-11,2.83537200757919e-14,2.83953548641351e-14,2.83148255182575e-14,"Zooplankton"
"225","Zooplankton",1.25892541179417e-11,3.20468770203001e-14,3.2100008948069e-14,3.19932038540137e-14,"Zooplankton"
"226","Zooplankton",1.58489319246111e-11,3.64082494037649e-14,3.64725815056057e-14,3.63391572092225e-14,"Zooplankton"
"227","Zooplankton",1.99526231496887e-11,4.15839806323106e-14,4.16779218814577e-14,4.14967960764855e-14,"Zooplankton"
"228","Zooplankton",2.51188643150957e-11,4.77193570113457e-14,4.78418463964913e-14,4.76335168685524e-14,"Zooplankton"
"229","Zooplankton",3.16227766016838e-11,5.49952914413282e-14,5.51462205296658e-14,5.49078462836184e-14,"Zooplankton"
"230","Zooplankton",3.98107170553497e-11,6.36855284301445e-14,6.38391404884714e-14,6.35819896898149e-14,"Zooplankton"
"231","Zooplankton",5.01187233627271e-11,7.40498732318725e-14,7.42361355805312e-14,7.38910925942191e-14,"Zooplankton"
"232","Zooplankton",6.30957344480192e-11,8.64384556390591e-14,8.6634920653687e-14,8.62443911325454e-14,"Zooplankton"
"233","Zooplankton",7.94328234724279e-11,1.01284357434082e-13,1.01507262882416e-13,1.01096626497354e-13,"Zooplankton"
"234","Zooplankton",1e-10,1.19146385989137e-13,1.19394884284778e-13,1.18984748025303e-13,"Zooplankton"
"235","Zooplankton",1.25892541179417e-10,1.40653525244647e-13,1.40892769420938e-13,1.40530981032581e-13,"Zooplankton"
"236","Zooplankton",1.58489319246111e-10,1.66625526385999e-13,1.66809399512777e-13,1.66464866842648e-13,"Zooplankton"
"237","Zooplankton",1.99526231496887e-10,1.9803087561114e-13,1.98181132677175e-13,1.97831102705708e-13,"Zooplankton"
"238","Zooplankton",2.51188643150957e-10,2.36072492252704e-13,2.36214068657943e-13,2.35881743259855e-13,"Zooplankton"
"239","Zooplankton",3.16227766016838e-10,2.8225495964158e-13,2.82367104479624e-13,2.82073819915854e-13,"Zooplankton"
"240","Zooplankton",3.98107170553497e-10,3.38289999786779e-13,3.38462697675358e-13,3.38145325140418e-13,"Zooplankton"
"241","Zooplankton",5.01187233627271e-10,4.06406833639206e-13,4.06638815932974e-13,4.06224305320717e-13,"Zooplankton"
"242","Zooplankton",6.30957344480192e-10,4.89238916622118e-13,4.89522683616014e-13,4.89009536963501e-13,"Zooplankton"
"243","Zooplankton",7.94328234724279e-10,5.89878701652849e-13,5.90276455763241e-13,5.89657311160433e-13,"Zooplankton"
"244","Zooplankton",1e-09,7.1217833064415e-13,7.1266314717722e-13,7.11873900920842e-13,"Zooplankton"
"245","Zooplankton",1.25892541179417e-09,8.60663128629497e-13,8.61278648495849e-13,8.6024765125814e-13,"Zooplankton"
"246","Zooplankton",1.58489319246111e-09,1.04074905978828e-12,1.04149029300029e-12,1.04013189239474e-12,"Zooplankton"
"247","Zooplankton",1.99526231496887e-09,1.25887902094727e-12,1.25976031951889e-12,1.25800443676396e-12,"Zooplankton"
"248","Zooplankton",2.51188643150957e-09,1.52275411795495e-12,1.52379200281525e-12,1.52152796533837e-12,"Zooplankton"
"249","Zooplankton",3.16227766016838e-09,1.84156175592219e-12,1.84277937943247e-12,1.83981900191559e-12,"Zooplankton"
"250","Zooplankton",3.98107170553497e-09,2.22618388440995e-12,2.22761043395486e-12,2.22374686223543e-12,"Zooplankton"
"251","Zooplankton",5.01187233627271e-09,2.68973011053345e-12,2.69137971665505e-12,2.68632823273302e-12,"Zooplankton"
"252","Zooplankton",6.30957344480194e-09,3.24792050866376e-12,3.24985414245775e-12,3.24326024991238e-12,"Zooplankton"
"253","Zooplankton",7.94328234724279e-09,3.91960804567932e-12,3.92218027083972e-12,3.91365162711832e-12,"Zooplankton"
"254","Zooplankton",1e-08,4.72910569424115e-12,4.73186474648621e-12,4.7210312275356e-12,"Zooplankton"
"255","Zooplankton",1.25892541179417e-08,5.70505307814727e-12,5.70811164222024e-12,5.69473616670351e-12,"Zooplankton"
"256","Zooplankton",1.58489319246111e-08,6.88409585787318e-12,6.8875930748692e-12,6.87180393660766e-12,"Zooplankton"
"257","Zooplankton",1.99526231496888e-08,8.31278360881619e-12,8.31768923609319e-12,8.29950327976218e-12,"Zooplankton"
"258","Zooplankton",2.51188643150958e-08,1.00510356649833e-11,1.00591899036817e-11,1.00370712970027e-11,"Zooplankton"
"259","Zooplankton",3.16227766016838e-08,1.21763987432165e-11,1.21909045583686e-11,1.21608100421856e-11,"Zooplankton"
"260","Zooplankton",3.98107170553497e-08,1.4786632337607e-11,1.48121319658318e-11,1.47617407646727e-11,"Zooplankton"
"261","Zooplankton",5.01187233627271e-08,1.8011247767176e-11,1.8049123880349e-11,1.79699713015419e-11,"Zooplankton"
"262","Zooplankton",6.30957344480193e-08,2.20046564606885e-11,2.20600910131249e-11,2.19403851633189e-11,"Zooplankton"
"263","Zooplankton",7.9432823472428e-08,2.69443515476676e-11,2.70664466915301e-11,2.68430325167947e-11,"Zooplankton"
"264","Zooplankton",1e-07,3.30804097996054e-11,3.32901000186503e-11,3.29176406905302e-11,"Zooplankton"
"265","Zooplankton",1.25892541179417e-07,4.06747123576859e-11,4.09979636310162e-11,4.04343709631599e-11,"Zooplankton"
"266","Zooplankton",1.58489319246111e-07,5.00372978195253e-11,5.04866718855151e-11,4.96915721877134e-11,"Zooplankton"
"267","Zooplankton",1.99526231496888e-07,6.14856123573752e-11,6.20779245442839e-11,6.09984391844332e-11,"Zooplankton"
"268","Zooplankton",2.51188643150958e-07,7.53509642639411e-11,7.61068365198014e-11,7.46582970994716e-11,"Zooplankton"
"269","Zooplankton",3.16227766016838e-07,9.1947198953815e-11,9.28969769047312e-11,9.09587055150872e-11,"Zooplankton"
"270","Zooplankton",3.98107170553497e-07,1.1146752371838e-10,1.12723726749477e-10,1.1016542797644e-10,"Zooplankton"
"271","Zooplankton",5.01187233627271e-07,1.3417158435677e-10,1.35779608848145e-10,1.32511195689018e-10,"Zooplankton"
"272","Zooplankton",6.30957344480193e-07,1.60203799183848e-10,1.6216073540594e-10,1.58176341312533e-10,"Zooplankton"
"273","Zooplankton",7.94328234724281e-07,1.89635536564872e-10,1.91997460079709e-10,1.87274218423505e-10,"Zooplankton"
"274","Zooplankton",1e-06,2.22289973058785e-10,2.25250990283196e-10,2.19865034686549e-10,"Zooplankton"
"275","Zooplankton",1.25892541179417e-06,2.58368950947069e-10,2.61907531592628e-10,2.56013931659983e-10,"Zooplankton"
"276","Zooplankton",1.58489319246111e-06,2.98350977902563e-10,3.02064363302586e-10,2.95884644905336e-10,"Zooplankton"
"277","Zooplankton",1.99526231496888e-06,3.42178493916306e-10,3.46048793024089e-10,3.39835239183207e-10,"Zooplankton"
"278","Zooplankton",2.51188643150958e-06,3.90242576073402e-10,3.94425103274929e-10,3.88473856668621e-10,"Zooplankton"
"279","Zooplankton",3.16227766016838e-06,4.4405732612087e-10,4.48022454917297e-10,4.42644469297054e-10,"Zooplankton"
"280","Zooplankton",3.98107170553497e-06,5.04457044041972e-10,5.0793553196282e-10,5.03194087447779e-10,"Zooplankton"
"281","Zooplankton",5.01187233627271e-06,5.72458296211216e-10,5.75563609587924e-10,5.7109778158726e-10,"Zooplankton"
"282","Zooplankton",6.30957344480193e-06,6.48835397912962e-10,6.51828340157171e-10,6.47467470775896e-10,"Zooplankton"
"283","Zooplankton",7.9432823472428e-06,7.34239379991829e-10,7.37040822386397e-10,7.328304056578e-10,"Zooplankton"
"284","Zooplankton",1e-05,8.28739236972036e-10,8.31485565883884e-10,8.27348121788573e-10,"Zooplankton"
"285","Zooplankton",1.25892541179417e-05,9.32989850964669e-10,9.36078422670465e-10,9.3110397214871e-10,"Zooplankton"
"286","Zooplankton",1.58489319246111e-05,1.04703425137025e-09,1.05084826354976e-09,1.04412586064023e-09,"Zooplankton"
"287","Zooplankton",1.99526231496888e-05,1.17121298644607e-09,1.17636268969904e-09,1.16658624369627e-09,"Zooplankton"
"288","Zooplankton",2.51188643150958e-05,1.30702270886263e-09,1.3136574848595e-09,1.29944589652811e-09,"Zooplankton"
"289","Zooplankton",3.16227766016838e-05,1.4550979470002e-09,1.4638537331089e-09,1.44405310237628e-09,"Zooplankton"
"290","Zooplankton",3.98107170553497e-05,1.61628772735036e-09,1.6279586985955e-09,1.60147597626958e-09,"Zooplankton"
"291","Zooplankton",5.01187233627271e-05,1.79232606687156e-09,1.80717473811335e-09,1.77372816702034e-09,"Zooplankton"
"292","Zooplankton",6.30957344480192e-05,1.98552464739021e-09,2.00367057122979e-09,1.96313875215442e-09,"Zooplankton"
"293","Zooplankton",7.94328234724282e-05,2.19972715188581e-09,2.22125263668476e-09,2.17305685147225e-09,"Zooplankton"
"294","Zooplankton",1e-04,2.44027184082478e-09,2.46552642968143e-09,2.40864005630469e-09,"Zooplankton"
"295","Zooplankton",0.000125892541179417,2.71230586695855e-09,2.74388764192127e-09,2.67777385387316e-09,"Zooplankton"
"296","Zooplankton",0.000158489319246111,3.02932858642272e-09,3.06610550420458e-09,2.99209648170917e-09,"Zooplankton"
"297","Zooplankton",0.000199526231496887,3.40394367120986e-09,3.4459178991351e-09,3.36841414298059e-09,"Zooplankton"
"298","Zooplankton",0.000251188643150958,3.85653423885916e-09,3.9036025332223e-09,3.82943223958013e-09,"Zooplankton"
"299","Zooplankton",0.000316227766016838,4.42274698852175e-09,4.4695568312681e-09,4.40164412751036e-09,"Zooplankton"
"300","Zooplankton",0.000398107170553497,5.15758220726489e-09,5.18923182359587e-09,5.13410915246864e-09,"Zooplankton"
"301","Zooplankton",0.000501187233627271,6.12352428932188e-09,6.17731554228239e-09,6.07619848489023e-09,"Zooplankton"
"302","Zooplankton",0.000630957344480192,7.39722270407872e-09,7.53328414181941e-09,7.33631042829602e-09,"Zooplankton"
"303","Zooplankton",0.000794328234724282,9.1769092060945e-09,9.38445372635647e-09,9.02625468744936e-09,"Zooplankton"
"304","Zooplankton",0.001,1.16091272697998e-08,1.18974651993397e-08,1.13326832245056e-08,"Zooplankton"
"305","Zooplankton",0.00125892541179417,1.48715596414093e-08,1.52424906523325e-08,1.44507713147782e-08,"Zooplankton"
"306","Zooplankton",0.00158489319246111,1.9114709735478e-08,1.9560047639036e-08,1.85131249995807e-08,"Zooplankton"
"307","Zooplankton",0.00199526231496888,2.44120149607558e-08,2.49458066916859e-08,2.36790998701218e-08,"Zooplankton"
"308","Zooplankton",0.00251188643150958,3.08683408142225e-08,3.14889187312573e-08,3.00794812127897e-08,"Zooplankton"
"309","Zooplankton",0.00316227766016838,3.87071881525401e-08,3.93561719347208e-08,3.7872520505801e-08,"Zooplankton"
"310","Zooplankton",0.00398107170553497,4.8297766875775e-08,4.88720212859003e-08,4.72954498743168e-08,"Zooplankton"
"311","Zooplankton",0.00501187233627272,5.99653228099058e-08,6.05799080822148e-08,5.88328483481884e-08,"Zooplankton"
"312","Zooplankton",0.00630957344480194,7.43871611624323e-08,7.51235499869479e-08,7.31352509146606e-08,"Zooplankton"
"313","Zooplankton",0.00794328234724282,9.24599604995386e-08,9.33839116674006e-08,9.09904800785378e-08,"Zooplankton"
"314","Zooplankton",0.01,1.15316992136482e-07,1.16496013618125e-07,1.13182580305455e-07,"Zooplankton"
"315","Zooplankton",0.0125892541179417,1.44274918519777e-07,1.45931543440056e-07,1.41251465282711e-07,"Zooplankton"
"316","Zooplankton",0.0158489319246111,1.81216334297437e-07,1.83602007812355e-07,1.76901996141089e-07,"Zooplankton"
"317","Zooplankton",0.0199526231496888,2.28398187208418e-07,2.31973116795388e-07,2.2232324517871e-07,"Zooplankton"
"318","Zooplankton",0.0251188643150958,2.88896665591141e-07,2.94182480337668e-07,2.8031557044976e-07,"Zooplankton"
"319","Zooplankton",0.0316227766016838,3.65491909890959e-07,3.74151937652605e-07,3.54433663676551e-07,"Zooplankton"
"320","Zooplankton",0.0398107170553497,4.63834310052787e-07,4.76683265148385e-07,4.49142787967525e-07,"Zooplankton"
"321","Zooplankton",0.0501187233627271,5.88317681596316e-07,6.07524263620755e-07,5.69984638716211e-07,"Zooplankton"
"322","Zooplankton",0.0630957344480194,7.45449232411939e-07,7.73395355401575e-07,7.23748776104659e-07,"Zooplankton"
"323","Zooplankton",0.0794328234724282,9.45824070515711e-07,9.81979939620848e-07,9.16414886938586e-07,"Zooplankton"
"324","Zooplankton",0.1,1.19774779950376e-06,1.24191036262545e-06,1.1586420261784e-06,"Zooplankton"
"325","Zooplankton",0.125892541179417,1.51258368162282e-06,1.56282832879399e-06,1.46233744359633e-06,"Zooplankton"
"326","Zooplankton",0.158489319246111,1.9036171244088e-06,1.95565682251692e-06,1.84123089519234e-06,"Zooplankton"
"327","Zooplankton",0.199526231496888,2.38657838605332e-06,2.43450832301545e-06,2.31170704421176e-06,"Zooplankton"
"328","Zooplankton",0.251188643150958,2.98063628607707e-06,3.017352919438e-06,2.89363043141743e-06,"Zooplankton"
"329","Zooplankton",0.316227766016838,3.69455727374412e-06,3.72609194171579e-06,3.61158524763279e-06,"Zooplankton"
"330","Zooplankton",0.398107170553497,4.57008840111531e-06,4.6078371106365e-06,4.49639261091902e-06,"Zooplankton"
"331","Zooplankton",0.501187233627271,5.65176750259971e-06,5.70794380235793e-06,5.5863507575206e-06,"Zooplankton"
"332","Zooplankton",0.630957344480194,6.97294561076799e-06,7.06492979705187e-06,6.86670743253515e-06,"Zooplankton"
"333","Zooplankton",0.794328234724282,8.58317529590455e-06,8.73059404946119e-06,8.4208241924048e-06,"Zooplankton"
"334","Zooplankton",1,1.087371331705e-05,1.11223076187186e-05,1.06902164117857e-05,"Zooplankton"
"335","Zooplankton",1.25892541179417,1.36958488397163e-05,1.40571248276444e-05,1.3463493211682e-05,"Zooplankton"
"336","Zooplankton",1.58489319246111,1.70841242361852e-05,1.75809522844075e-05,1.67251072972803e-05,"Zooplankton"
"337","Zooplankton",1.99526231496888,2.10616600386348e-05,2.17110040427023e-05,2.05559813955625e-05,"Zooplankton"
"338","Zooplankton",2.51188643150958,2.56813690199885e-05,2.64272911027061e-05,2.49611911191652e-05,"Zooplankton"
"339","Zooplankton",3.16227766016838,3.08639426909154e-05,3.17274101205516e-05,2.99091816322422e-05,"Zooplankton"
"340","Zooplankton",3.98107170553497,3.64599608932512e-05,3.75324074391063e-05,3.52712648573762e-05,"Zooplankton"
"341","Zooplankton",5.01187233627271,4.25082852586818e-05,4.37248771566998e-05,4.08385045219347e-05,"Zooplankton"
"342","Zooplankton",6.30957344480194,4.88897320732635e-05,5.02159331053888e-05,4.66145480160315e-05,"Zooplankton"
"343","Zooplankton",7.94328234724282,5.53544902566804e-05,5.69340591622031e-05,5.2529662371784e-05,"Zooplankton"
"344","Zooplankton",10,6.19903887811186e-05,6.38336695367576e-05,5.854592938331e-05,"Zooplankton"
"345","Zooplankton",12.5892541179417,6.88088735901971e-05,7.08983550468709e-05,6.4658514348287e-05,"Zooplankton"
"346","Zooplankton",15.8489319246111,7.57546613630702e-05,7.81397326677309e-05,7.08911745260443e-05,"Zooplankton"
"347","Zooplankton",19.9526231496888,8.2862132340398e-05,8.55933912149764e-05,7.72891201904692e-05,"Zooplankton"
"348","Zooplankton",25.1188643150958,9.01863178639955e-05,9.33135124784098e-05,8.39117369161709e-05,"Zooplankton"
"349","Zooplankton",31.6227766016838,9.77965009319642e-05,0.000101367454056576,9.08265632213828e-05,"Zooplankton"
"350","Zooplankton",39.8107170553497,0.000105759390554657,0.000109831093135572,9.81049649078656e-05,"Zooplankton"
"351","Zooplankton",50.1187233627271,0.000114086190171981,0.000118785254314598,0.000105819382333323,"Zooplankton"
"352","Zooplankton",63.0957344480194,0.000122901355004008,0.000128313207892135,0.000114041799589752,"Zooplankton"
"353","Zooplankton",79.4328234724282,0.000132280257591831,0.000138500004931717,0.000122843847800962,"Zooplankton"
